,Feature (Non-subtweet),Log Probability (Non-subtweet),Feature (Subtweet),Log Probability (Subtweet)
2560,""" extra """,-12.969525092978847,17,-12.162559410593571
2561,""" eye",-12.969525092978847,"okay ,",-12.162642252658168
2562,""" eye watt",-12.969525092978847,", say",-12.162848998395665
2563,""" ez",-12.969525092978847,require,-12.162963156246338
2564,""" ez bust",-12.969525092978847,mature,-12.16356785478149
2565,""" f",-12.969525092978847,wars,-12.163874285091708
2566,""" f """,-12.969525092978847,", guess",-12.164071019658369
2567,""" f *",-12.969525092978847,people complain,-12.16412857154366
2568,""" fabricated",-12.969525092978847,aesthetic,-12.16435600613709
2569,""" fabricated !",-12.969525092978847,experiences,-12.164430304148976
2570,""" facing",-12.969525092978847,night .,-12.16445448414311
2571,""" facing possibility",-12.969525092978847,weird .,-12.164747617594847
2572,""" failure",-12.969525092978847,"right ,",-12.164805516997527
2573,""" failure imagination",-12.969525092978847,"happy ,",-12.16481425044243
2574,""" fake news",-12.969525092978847,nerds,-12.164920338543409
2575,""" famous """,-12.969525092978847,subs,-12.164970026685022
2576,""" fans """,-12.969525092978847,swift,-12.165096754801406
2577,""" far",-12.969525092978847,filthy,-12.165306411239735
2578,""" far bankstown",-12.969525092978847,cast,-12.165322343357591
2579,""" far right",-12.969525092978847,hurting,-12.165521462782692
2580,""" fare",-12.969525092978847,lesson,-12.165599545223795
2581,""" fare thee",-12.969525092978847,like girl,-12.166132497436354
2582,""" fault",-12.969525092978847,legs,-12.166401391705545
2583,""" fault ?",-12.969525092978847,phones,-12.166701734753948
2584,""" fbi",-12.969525092978847,•,-12.16672493554839
2585,""" fbi rogue",-12.969525092978847,physical,-12.166838664786182
2586,""" fbi search",-12.969525092978847,. ❤ ️,-12.166841507281353
2587,""" features oregon",-12.969525092978847,say want,-12.166849087169902
2588,""" feel obligated",-12.969525092978847,friends really,-12.16728747851064
2589,""" feet",-12.969525092978847,people follow,-12.16753728817189
2590,""" feet """,-12.969525092978847,? asking friend,-12.167683046639747
2591,""" felt .",-12.969525092978847,selfish,-12.167707879862224
2592,""" felt palpable",-12.969525092978847,just think,-12.167833478376743
2593,""" feud",-12.969525092978847,feel like i'm,-12.167847892215624
2594,""" feud continues",-12.969525092978847,jerk,-12.167862977156672
2595,""" fight",-12.969525092978847,react,-12.168291933016203
2596,""" fight """,-12.969525092978847,including,-12.168305416720735
2597,""" fight .",-12.969525092978847,beginning,-12.168347770094325
2598,""" filthy",-12.969525092978847,don't deserve,-12.168362026933929
2599,""" filthy robitfcker",-12.969525092978847,blood,-12.168428242718903
2600,""" finally",-12.969525092978847,life's,-12.168756364538297
2601,""" finally """,-12.969525092978847,™,-12.168967319399439
2602,""" finally ,",-12.969525092978847,blunt,-12.168993693400095
2603,""" finds",-12.969525092978847,podcasts,-12.169124509192956
2604,""" finds worthy",-12.969525092978847,schedule,-12.169168207391808
2605,""" finn",-12.969525092978847,fellas,-12.169217178372547
2606,""" finn !",-12.969525092978847,study,-12.169233060648327
2607,""" firing",-12.969525092978847,modern,-12.169313124174582
2608,""" firing won't",-12.969525092978847,i'm pretty,-12.169320127161798
2609,""" fix """,-12.969525092978847,"relationship ,",-12.169353432932855
2610,""" fkn",-12.969525092978847,snake,-12.169388918564486
2611,""" fkn read",-12.969525092978847,nut,-12.16963375541881
2612,""" flotus",-12.969525092978847,ketchup,-12.169683091459756
2613,""" flotus compared",-12.969525092978847,died,-12.169724357778456
2614,""" folks don't",-12.969525092978847,you're trying,-12.17009925030025
2615,""" followed """,-12.969525092978847,weeknd,-12.170432050310959
2616,""" food stamps",-12.969525092978847,. especially,-12.170534906633023
2617,""" foreign",-12.969525092978847,wanna eat,-12.17074124328662
2618,""" foreign divorce",-12.969525092978847,ring,-12.170759414548945
2619,""" form phrase",-12.969525092978847,""" think",-12.170828332903287
2620,""" foul-mouthed",-12.969525092978847,tell i'm,-12.171117020248582
2621,""" foul-mouthed """,-12.969525092978847,defense,-12.171130379646016
2622,""" frankly",-12.969525092978847,"don't know ,",-12.171155931950171
2623,""" frankly lot",-12.969525092978847,game ?,-12.171242850846378
2624,""" freedom",-12.969525092978847,base,-12.171431205121163
2625,""" freedom thought",-12.969525092978847,ama,-12.17153998981112
2626,""" frick",-12.969525092978847,verified,-12.17160221763168
2627,""" frick """,-12.969525092978847,asf,-12.17197525938781
2628,""" friday",-12.969525092978847,% time,-12.172134519477048
2629,""" friday .",-12.969525092978847,"friend """,-12.172217927197044
2630,""" frightening",-12.969525092978847,😡,-12.172413682227226
2631,""" frightening """,-12.969525092978847,", twitter",-12.172414098120099
2632,""" fuck ?",-12.969525092978847,prank,-12.17249861035371
2633,""" fuck shit",-12.969525092978847,certainly,-12.173030344490153
2634,""" fuck sister",-12.969525092978847,hill,-12.17336155914043
2635,""" fucking conservatives",-12.969525092978847,. thought,-12.173438116914877
2636,""" fucking pray",-12.969525092978847,pretty sure,-12.17354536854016
2637,""" fun .",-12.969525092978847,just looking,-12.173665112241867
2638,""" gates",-12.969525092978847,hardest,-12.173790554688072
2639,""" gates worked",-12.969525092978847,things don't,-12.173818885298356
2640,""" gauche",-12.969525092978847,", let's",-12.174223878276868
2641,""" gauche """,-12.969525092978847,statement,-12.17437413939911
2642,""" geohell """,-12.969525092978847,trynna,-12.174460712573484
2643,""" gets knocked",-12.969525092978847,option,-12.174895562516411
2644,""" getting ?",-12.969525092978847,annoying .,-12.174984094398594
2645,""" getting af",-12.969525092978847,exists,-12.174987822096544
2646,""" getting email",-12.969525092978847,monster,-12.175153028033868
2647,""" ghostface",-12.969525092978847,"sorry ,",-12.175338491606674
2648,""" ghostface killah",-12.969525092978847,scare,-12.175649247364648
2649,""" giants",-12.969525092978847,protect,-12.175880016981852
2650,""" giants camping",-12.969525092978847,identity,-12.175895334878977
2651,""" gift",-12.969525092978847,doin,-12.176252871792581
2652,""" gift box",-12.969525092978847,market,-12.176395033343242
2653,""" girl &",-12.969525092978847,lover,-12.176407440440348
2654,""" girl don't",-12.969525092978847,bus,-12.176522229579248
2655,""" girl loves",-12.969525092978847,machine,-12.176737792580695
2656,""" girl rolled",-12.969525092978847,"lol ,",-12.176950182544033
2657,""" girls amd",-12.969525092978847,stop sending,-12.176998794960594
2658,""" giving",-12.969525092978847,", i'm gonna",-12.177069756362586
2659,""" giving feedback",-12.969525092978847,doctor,-12.17712559829406
2660,""" glances",-12.969525092978847,dumb .,-12.177343506158676
2661,""" glances ,",-12.969525092978847,", thought",-12.177411317301152
2662,""" global",-12.969525092978847,model,-12.177444634051325
2663,""" global cruiserweight",-12.969525092978847,company .,-12.17809803690544
2664,""" gobbagool",-12.969525092978847,""" can't",-12.179396694334645
2665,""" gobbagool """,-12.969525092978847,makes think,-12.17953059069745
2666,""" god god",-12.969525092978847,reddit,-12.179680447903959
2667,""" god peace",-12.969525092978847,rap,-12.180287754872904
2668,""" god wants",-12.969525092978847,! just,-12.180791499709784
2669,""" going .",-12.969525092978847,educate,-12.180946378791688
2670,""" going business",-12.969525092978847,"did ,",-12.18102766438184
2671,""" going cheap",-12.969525092978847,bothered,-12.181236154583901
2672,""" good ,",-12.969525092978847,gtfo,-12.18131611856997
2673,""" good bye",-12.969525092978847,gang,-12.181482775764247
2674,""" good friday",-12.969525092978847,🤷 ‍,-12.181643155997026
2675,""" good morning",-12.969525092978847,realizing,-12.181767277117524
2676,""" good read",-12.969525092978847,isnt,-12.181949059512661
2677,""" goodageen",-12.969525092978847,hitting,-12.182060974359883
2678,""" goodageen """,-12.969525092978847,new friends,-12.182215494943145
2679,""" goodbye",-12.969525092978847,. read,-12.182376228725362
2680,""" goodbye ,",-12.969525092978847,area,-12.182408113736328
2681,""" got ahead",-12.969525092978847,". "" -",-12.182440156580036
2682,""" got deleated",-12.969525092978847,ass bitch,-12.182494681991878
2683,""" got killed",-12.969525092978847,curious,-12.182625902370424
2684,""" got lots",-12.969525092978847,referring,-12.182929938479067
2685,""" gotta",-12.969525092978847,? thanks,-12.183081625369976
2686,""" gotta adopt",-12.969525092978847,"opinion ,",-12.183253926711291
2687,""" gotta burn",-12.969525092978847,similar,-12.18326366791267
2688,""" gotta use",-12.969525092978847,row,-12.183449700842665
2689,""" government",-12.969525092978847,sucked,-12.183550687399975
2690,""" government dramatically",-12.969525092978847,. wow,-12.183809711966811
2691,""" grandiose",-12.969525092978847,yesterday .,-12.183919895593117
2692,""" grandiose trick",-12.969525092978847,cause don't,-12.18397859852123
2693,""" great ,",-12.969525092978847,dumb people,-12.184461344206929
2694,""" great .",-12.969525092978847,make look,-12.184688377251305
2695,""" great environment",-12.969525092978847,ab,-12.184704325139316
2696,""" great idea",-12.969525092978847,hockey,-12.184837499345456
2697,""" great temptation",-12.969525092978847,. say,-12.185730048793657
2698,""" great that's",-12.969525092978847,olds,-12.185950118396129
2699,""" great underused",-12.969525092978847,it's bad,-12.186085977201602
2700,""" great vanjie",-12.969525092978847,hellooo,-12.186089464533678
2701,""" greatest",-12.969525092978847,liking tweets,-12.186102921040465
2702,""" greatest party",-12.969525092978847,could've,-12.186159881315582
2703,""" ground",-12.969525092978847,morning .,-12.186169784579345
2704,""" ground zero",-12.969525092978847,cancel,-12.186468905958282
2705,""" group differences",-12.969525092978847,gold,-12.186572277777532
2706,""" growing """,-12.969525092978847,girl just,-12.18658994464812
2707,""" growl",-12.969525092978847,* :,-12.186781225368648
2708,""" growl """,-12.969525092978847,it's fucking,-12.186937283382616
2709,""" growth",-12.969525092978847,friends just,-12.187019534995276
2710,""" growth """,-12.969525092978847,harassment,-12.18783955252819
2711,""" guarantee",-12.969525092978847,blows,-12.188608906545486
2712,""" guarantee you're",-12.969525092978847,think i'll,-12.188659621233464
2713,""" guests",-12.969525092978847,cause i'm,-12.188986454933767
2714,""" guests """,-12.969525092978847,housing,-12.189160649364887
2715,""" guide",-12.969525092978847,appreciate .,-12.189167083792938
2716,""" guide series",-12.969525092978847,🗣 🗣,-12.189215355143425
2717,""" guitarest",-12.969525092978847,loser,-12.189264614777839
2718,""" guitarest """,-12.969525092978847,fuckers,-12.189512405660558
2719,""" gun",-12.969525092978847,tall,-12.189537925684553
2720,""" gun humper",-12.969525092978847,acknowledge,-12.189719862832334
2721,""" gun nuts",-12.969525092978847,irritating,-12.190168480504656
2722,""" gun pocket",-12.969525092978847,ripped,-12.190299448937003
2723,""" gym",-12.969525092978847,🏾 ‍ ♂,-12.190704180301736
2724,""" gym """,-12.969525092978847,clown,-12.190712097976824
2725,""" hah",-12.969525092978847,service,-12.190750979677226
2726,""" hah .",-12.969525092978847,20 years,-12.190797453453236
2727,""" hahaha pug",-12.969525092978847,thinks it's,-12.19081471621873
2728,""" haikyuu",-12.969525092978847,chaotic,-12.191062624155435
2729,""" haikyuu !",-12.969525092978847,people feel,-12.191070414561576
2730,""" half",-12.969525092978847,fuck ...,-12.191102703314533
2731,""" half breed",-12.969525092978847,😍 😍,-12.191226261537869
2732,""" hand",-12.969525092978847,""" look",-12.191724559453643
2733,""" hand gesture",-12.969525092978847,vote,-12.191762644749327
2734,""" hand light",-12.969525092978847,intent,-12.191900402397174
2735,""" happened",-12.969525092978847,throat,-12.191923218546599
2736,""" happened counterpart",-12.969525092978847,fw,-12.19198692388423
2737,""" happy early",-12.969525092978847,stand people,-12.192237788227779
2738,""" hard read",-12.969525092978847,retweet .,-12.192440616289051
2739,""" harmful",-12.969525092978847,term,-12.192587928915415
2740,""" harmful """,-12.969525092978847,overly,-12.19261703010976
2741,""" harmon",-12.969525092978847,break .,-12.192724095577368
2742,""" harmon ...",-12.969525092978847,engaged,-12.193081576372283
2743,""" haru",-12.969525092978847,superior,-12.193258502591718
2744,""" haru haru",-12.969525092978847,active,-12.19341560022138
2745,""" hate playing",-12.969525092978847,aka,-12.193436511173566
2746,""" hate running",-12.969525092978847,. shit,-12.19363573002443
2747,""" hatred",-12.969525092978847,butterflies,-12.193881644056743
2748,""" hatred marginalized",-12.969525092978847,", won't",-12.193906686390106
2749,""" haven't",-12.969525092978847,gonna start,-12.194069827318037
2750,""" haven't seen",-12.969525092978847,person i've,-12.194119432064445
2751,""" having 1382",-12.969525092978847,exciting,-12.19447803956448
2752,""" haye",-12.969525092978847,platform,-12.194491808407005
2753,""" haye allah",-12.969525092978847,really good,-12.194528697698376
2754,""" he's smart",-12.969525092978847,ear,-12.194602629641814
2755,""" he's tv",-12.969525092978847,impress,-12.194786030055575
2756,""" heading",-12.969525092978847,sub tweets,-12.194955464308126
2757,""" heading 2nd",-12.969525092978847,wedding,-12.194962099448356
2758,""" headrick",-12.969525092978847,dust,-12.195142152223635
2759,""" headrick ,",-12.969525092978847,apartment,-12.195218701782027
2760,""" heads",-12.969525092978847,", folks",-12.195225451881639
2761,""" heads state",-12.969525092978847,rp,-12.195468929061406
2762,""" heard y'all",-12.969525092978847,legitimately,-12.1956026494983
2763,""" heckin",-12.969525092978847,know !,-12.195941504146624
2764,""" heckin '",-12.969525092978847,ban,-12.19612530593309
2765,""" hell",-12.969525092978847,punk,-12.19617082991302
2766,""" hell kind",-12.969525092978847,goin,-12.1962018831438
2767,""" hella",-12.969525092978847,i'm talking,-12.19650754191466
2768,""" hella """,-12.969525092978847,bully,-12.196582273067474
2769,""" hello",-12.969525092978847,details,-12.196799707839247
2770,""" hello """,-12.969525092978847,coach,-12.197030442618683
